ID,Name,English name,avg_rating
28977,Gintama°,Gintama Season 4,9.24564778301433
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist:Brotherhood,9.237009769219878
9253,Steins;Gate,Steins;Gate,9.18422767406249
11061,Hunter x Hunter (2011),Hunter x Hunter,9.169438539452294
4181,Clannad: After Story,Clannad ~After Story~,9.053407475918698
